"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65"
"SAN JUAN BAUTISTA";"624455";"SAN JUAN BAUTISTA";"24";"TERRATEIG";"6";"IGLESIA,1";"17";"46842";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN MIGUEL ARCANGEL";"627456";"SAN MIGUEL ARCANGEL";"27";"AGRES(Alacant)";"6";"PL.ESPAÑA,S/N";"4";"3870";;;;;"7";;;;;;;"1";"1";;"1";"1";;;;;;;;;;"868";"581";;;;;;;;;"1449";;;;;;;;;;"581";;"868";;;;"1449";;;"219";"2013"
"STA.MARIA(Nª SªDE LA MISERICORDIA)";"627457";"STA.MARIA(Nª SªDE LA MISERICORDIA)";"27";"BANYERES(Alacant)";"6";"LA PLAZA,5 / Desp.Calvo Sotelo,3-1º";"12";"3450";;;;"2";"5";"7";;;;;"16";"24";"35";"5";"4";;;"3";;;;;;;"75";"8114";"1720";;;;;;;"220";"348";"10477";"3692";;;;;;;;;"3000";"4300";;;;"144";"11136";;;"219";"2013"
"SAN JUAN BAUTISTA";"627458";"SAN JUAN BAUTISTA";"27";"BENEIXAMA(Alacant)";"6";"CARDENAL PAYA,39";"1";"3460";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA.SRA.";"627459";"ASUNCION DE NTRA.SRA.";"27";"BOCAIRENT";"6";"ABADIA,38";"17";"46880";"962350062";"INFO@PARROQUIABOCAIRENT.ORG";;"7";"15";"22";;;"1";"MIERCOLES DE 17 A 19H
VIERNES DE 18,15 A 19,30H";"8";"9";"3";"14";"6";"49";"14";;;;"1";"1";;"928";;"548";;;;;;;;;"450";"1926";"1000";"93";;;;;;"21";;;;;;;"300";"1414";;;"219";"2013"
"SAN CRISTOBAL";"627461";"SAN CRISTOBAL";"27";"CAÑADA(Alacant)";"6";"PL.AYUNTAMIENTO,3";"1";"3409";;;;;"3";"3";;;;;"13";"4";"3";"14";"4";"25";"10";"2";;;;"1";;;;"200";"162";;;;;;;;"430";"792";;"739";;;;;;;;;;;;;;"739";;;"219";"2013"
"LA TRANSFIGURACION DEL SEÑOR";"627669";"LA TRANSFIGURACION DEL SEÑOR";"27";"ALFAFARA(Alacant)";"6";"PL. DE LA IGLESIA,1";"4";"3838";"659734724";;;"4";"8";"10";;;;;;"1";;"1";"1";;;"1";;;;"1";"1";;;;;;;;;;;;"3840";"3840";"300";;;"250";"1630";;;;;"100";"560";;;;"1100";"3940";;;"219";"2013"
"SAN JUAN BAUTISTA";"624463";"SAN JUAN BAUTISTA";"24";"ADZANETA DE ALBAIDA";"6";"SAN ANTONIO,3";"17";"46869";"962356004";;;"1";"7";"8";;;;"1º LUNES DE MES DE 19 A 20H";"3";"1";;"4";"4";"17";"6";;;;;;;"928";;"20";;"351";;;;;;;;"1299";;;"2017";;;;;;;;"351";;;;;"2368";;;"219";"2013"
"ASUNCION DE NTRA.SRA.";"624464";"ASUNCION DE NTRA.SRA.";"24";"ALBAIDA";"6";"PL.PINTOR SEGRELLES,14";"17";"46860";"96290";"julopacuenco@yahoo.es";;"8";"17";"25";;"2";"3";"LUNES DE 18 A 19,30H";"31";"14";"17";"26";"15";"145";"55";"5";;"1";;"1";"1";;"2140";"1605";;;"2531";;;;;;"2374";"8650";"1774";;"6448";;;"655";;;"92";;;;;;"297";"9266";;;"219";"2013"
"SAN JERONIMO";"624465";"SAN JERONIMO";"24";"ALFARRASI";"6";"DOCTOR BORRAS,S/N";"17";"46893";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN LORENZO MARTIR";"624467";"SAN LORENZO MARTIR";"24";"BELGIDA";"6";"PL.IGLESIA,1";"17";"46868";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NATIVIDAD DE NTRA.SRA.";"624468";"NATIVIDAD DE NTRA.SRA.";"24";"BENISODA";"6";"PL.IGLESIA,S/N";"17";"46869";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JOSE";"624469";"SAN JOSE";"24";"BENISUERA";"6";"PL.IGLESIA,S/N";"17";"46839";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"STA.MARIA MAGDALENA";"624472";"STA.MARIA MAGDALENA";"24";"L'OLLERIA";"6";"IGLESIA,17";"17";"46850";"962200936";;;"3";"36";"39";"1";;"14";"LUNES DE 11 A 13H";"24";"51";"135";"101";"37";"236";"72";;"1";;;"1";"1";"3627";;"2102";"315";"734";;;;;;"300";"321";"7399";"786";"2716";;"271";"966";;;;"226";"315";"734";;;;;"6014";;;"219";"2013"
"STOS.JUAN Y SANTIAGO APOSTOL";"624473";"STOS.JUAN Y SANTIAGO APOSTOL";"24";"MONTABERNER";"6";"PL.IGLESIA,1";"17";"46892";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"INMACULADA CONCEPCION";"624474";"INMACULADA CONCEPCION";"24";"OTOS";"6";"IGLESIA,S/N";"17";"46844";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN PEDRO APOSTOL";"624475";"SAN PEDRO APOSTOL";"24";"PALOMAR";"6";"MAYOR,S/N";"17";"46891";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN BARTOLOME APOSTOL";"625476";"SAN BARTOLOME APOSTOL";"25";"AGULLENT";"6";"IGLESIA,S/N";"17";"46890";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN PEDRO APOSTOL";"625477";"SAN PEDRO APOSTOL";"25";"AIELO DE MALFERIT";"6";"IGLESIA,36";"17";"46812";"962360022";;;"2";"17";;;;;"2º LUNES DE MES";"4";"20";"8";"16";"12";"70";"20";;;;;"1";"1";"1637";;"3854";"336";"946";;;;;;;;"6773";"582";"837";;"26";"20";;;;"657";"336";"946";;;;"36";"3440";;;"219";"2013"
"ASUNCION DE NTRA.SRA.(STA.MARIA)";"625478";"ASUNCION DE NTRA.SRA.(STA.MARIA)";"25";"ONTINYENT";"6";"PL.IGLESIA,3";"17";"46870";"962380219";"JUMERESA@TERRA.ES";;"3";"9";;;;;"MARTES DE 17 A 19H";"33";"16";"17";"32";"21";"170";"62";;;"1";;"1";"1";"2692";"266";"4075";"1827";"4474";"1000";;;;;;;"14334";;;"6961";"125";;"41";;;"10";"1827";"4474";;"850";;;"14288";;;"219";"2013"
"SAN CARLOS BORROMEO";"625479";"SAN CARLOS BORROMEO";"25";"ONTINYENT";"6";"MAYANS,55";"17";"46870";"962910881";;;"1";"9";"10";;;;"MARTES DE 17 A 19H";"19";"12";"15";"16";"16";"71";"22";;;;;"1";"1";"3305";"975";"2750";"1149";;;;;;;"2247";;"10426";"94";"626";"5832";;;;"300";;"156";"1149";;;;;"2247";"10404";;;"219";"2013"
"SAN JOSE";"625480";"SAN JOSE";"25";"ONTINYENT";"6";"JOSE SIMO MARIN,13";"17";"46870";;;;"7";"18";"25";;;;"MARTES DE 17,30 A 19,30H";"21";"53";"40";"34";"33";"235";"92";;"1";;;"1";"1";"5729";"2461";"7613";"1077";;;;;;;"3356";;"20236";"2200";"600";;;"885";"117";"11469";"178";"354";"1077";;;;;"3356";"20236";;;"219";"2013"
"SAN RAFAEL";"625481";"SAN RAFAEL";"25";"ONTINYENT";"6";"DOCTOR FLEMING,4";"17";"46870";"962910850";"JUANPABLOTOMAS@HOTMAIL.COM";;"5";"15";"20";;;;"LUNES DE 18,30 A 20H";"30";"37";"40";"27";"35";"402";"268";;"1";;"1";"1";"1";"1558";"332";"2000";"140";"520";"2500";;;;;;"25495";"32545";;;"28895";;"45";"250";;;;"140";"520";;;;;"29850";;;"219";"2013"
"SAN MIGUEL ARCANGEL";"626484";"SAN MIGUEL ARCANGEL";"26";"ALQUERIA DE AZNAR(Alacant)";"6";"IGLESIA,S/N";"4";"3829";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN PEDRO APOSTOL";"626485";"SAN PEDRO APOSTOL";"26";"BENIARRES(Alacant)";"6";"PL.IGLESIA,1";"4";"3850";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTA ANA";"626486";"SANTA ANA";"26";"BENIMARFULL(Alacant)";"6";"PLAZA,S/N";"4";"3827";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"LA ASUNCION (SANTA MARIA)";"626488";"LA ASUNCION (SANTA MARIA)";"26";"COCENTAINA(Alacant)";"6";"PL.CARDENAL FERRIZ,6";"4";"3820";;;;"1";"10";"11";;;"1";"MIERCOLES DE 17,30 A ..... ";"12";"57";"20";"49";"17";"221";"36";"2";;;;"1";;"4832";;"5314";"1373";"610";;;;"3000";;;;"15129";"3547";"2862";;"315";;"245";;;"725";"1373";"610";"964";;;;"10641";;;"219";"2013"
"EL SALVADOR";"626489";"EL SALVADOR";"26";"COCENTAINA(Alacant)";"6";"PL.EL SALVADOR,6";"4";"3820";;;;"5";"12";"17";;;;"MIERCOLES DE 18 A 20H";"25";"49";"19";"55";"26";"328";"95";"5";;;"1";"1";"1";"4091";;"9365";"400";"428";;"1739";;"3000";;;"282";"19305";"3763";"2123";;"327";;"415";"8046";;"1555";"400";"500";;;;;"17129";;;"219";"2013"
"SAN JAIME APOSTOL";"626490";"SAN JAIME APOSTOL";"26";"GAIANES(Alacant)";"6";"PL.MAYOR,8";"4";"3840";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"STA.MARIA MAGDALENA";"626491";"STA.MARIA MAGDALENA";"26";"L'ORXA(Alacant)";"6";"PL.IGLESIA,1";"4";"3860";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JUAN BAUTISTA";"626492";"SAN JUAN BAUTISTA";"26";"MURO DE ALCOI(Alacant)";"6";"PL.IGLESIA,1";"4";"3830";"965530658";"PARROQUIAMURO@HOTMAIL.COM";;"8";"17";"25";"3";"2";"3";"LUNES DE 16 A 18H";"19";"68";"41";"46";"21";"291";"142";"2";"1";"1";;"1";"1";"2514";"902";"5376";;;;;;"1200";;"1947";"3270";"15209";;"1137";"11493";;;"1245";;;"135";;;;;"600";;"14610";;;"219";"2013"
"SAN JOSE OBRERO";"628495";"SAN JOSE OBRERO";"28";"ALCOI(Alacant)";"6";"CARRASCAL,19";"6";"3802";"965330893";;;"2";"4";"6";;"3";"1";"1º Y 3º1 JUEVES DE MES DE 10,30 A 12H";"4";"21";;"25";"10";"94";"35";"2";;;;;;"2635";;"900";;;;;;;;;;"3535";"902";"732";"1389";"217";"965";;;;;"216";;;;;;"4421";;;"219";"2013"
"SAN JUAN DE RIBERA";"628496";"SAN JUAN DE RIBERA";"28";"ALCOI (Alacant)";"6";"SAN JUAN BOSCO,35";"6";"3804";"966521718";"PARROQUIA.ALCOY@SALESIANOS.EDU";;"3";"10";"13";;;;"VIERNES DE 18 A 21H";"19";"45";"18";"46";"28";"203";"40";"2";;;"1";;"1";"3747";"1429";"3537";"457";"863";;;;;;;;"10033";"2187";"3053";"3237";"121";"992";"396";;;"167";"456";"1000";;;;"695";"12304";;;"219";"2013"
"SAN MAURO Y SAN FRANCISCO";"628497";"SAN MAURO Y SAN FRANCISCO";"28";"ALCOI(Alacant)";"6";"PL.RAMON Y CAJAL,3";"6";"3801";"965593957";"REALPARROQUIASANMAUROALCOI@HOTMAIL.COM";;"2";"4";"6";;;;"MIERCOLES DE 10 A 12H";"12";"39";"11";"40";"20";"157";;"4";;;;;"1";"6133";"302";"1700";"680";;;;;;;;;"8815";"984";;"6133";"34";;;;;;"680";;;;;"350";"8181";;;"219";"2013"
"NATIVIDAD DE NTRA. SRA.";"628498";"NATIVIDAD DE NTRA. SRA.";"28";"ALCOI(Alacant)";"6";"PL.ESPAÑA,4";"6";"3801";"965543974";;;"2";"10";"12";;"3";"2";"LUNES, MARTES Y JUEVES DE 10,30 A 12H";"18";"67";"18";"67";"24";"248";"180";"8";;;;;"1";"7650";;"11347";;"420";;"500";;;;;;"19917";"3195";"4087";"9894";"320";"2320";"424";;;"820";"420";;;;;;"21480";;;"219";"2013"
"SAN ROQUE Y SAN SEBASTIAN";"628499";"SAN ROQUE Y SAN SEBASTIAN";"28";"ALCOI(Alacant)";"6";"AVD.ALAMEDA,1";"6";"3803";"965330083";"MARIATUR.TUR82@GMAIL.COM";;"3";"5";"8";;;;"LUNES DE 17,45 A 19,30H";"22";"47";"34";"38";"50";"254";"87";"2";;;;"1";;"13444";"10268";;"725";;;;;;;;;"24437";"2117";"947";"12758";"76";"225";;;;;"725";;;;;;"16848";;;"219";"2013"
"SANTA ROSA DE LIMA";"628500";"SANTA ROSA DE LIMA";"28";"ALCOI(Alacant)";"6";"JOAN DE JOANES,16";"6";"3802";"966522788";"SANTAROSA@AOLCOI.COM";;"4";"6";"10";;"2";;"MARTES DE 18,45 A 19,45H";"33";"36";"19";"50";"22";"285";"97";;;;;;"1";;"3605";"6403";"2450";;"14591";"500";;;;;;"27549";"12475";"3748";"5665";"767";"657";;;;;"2450";;;;;;"25762";;;"219";"2013"
"SAGRADO CORAZON DE JESUS";"628501";"SAGRADO CORAZON DE JESUS";"28";"ALCOI(Alacant)";"6";"CARAMANCHEL,S/N";"6";"3804";"965331138";"PCORAZONDEJESUS@GMAIL.COM";;"2";"4";"6";;;;"LUNES DE 19 A 20H";"13";"46";"11";"48";"38";"229";"69";;;;;;"1";"3305";"2818";"1797";"550";"620";;;;;;;;"9090";"4860";"447";"3600";"105";"101";"816";;;"80";"275";"700";;;;;"10984";;;"219";"2013"
"EL SALVADOR";"628502";"EL SALVADOR";"28";"ALCOI(Alacant)";"6";"DÑA.SAURINA DE ENTENZA,80";"6";"3803";"965330708";;;"1";"6";"7";;;;"MIERCOLES A PARTIR DE LAS 18H";"3";"11";"3";"11";"4";"46";"12";"1";;;;;"1";"2313";"35";"3030";;;"480";"600";;;;;;"6458";"1278";"1340";"1645";"25";"540";"141";;;;;;;;;"826";"5795";;;"219";"2013"
"SAN VICENTE Y SAN ANTONIO";"628670";"SAN VICENTE Y SAN ANTONIO";"28";"ALCOI(Alacant)";"6";"C/ San Vicente, 1";"6";"3801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN VICENTE FERRER";"626503";"SAN VICENTE FERRER";"26";"ALCOLECHA(Alacant)";"6";"PL.CAUDILLO,8";"4";"3814";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN PEDRO APOSTOL";"626507";"SAN PEDRO APOSTOL";"26";"BENASAU(Alacant)";"6";"MAYOR,S/N";"4";"3814";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN MIGUEL ARCANGEL";"626508";"SAN MIGUEL ARCANGEL";"26";"BENIFALLIM";"6";"PL.IGLESIA,S/N";"12";"3816";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA.SRA. DE LA ASUNCION";"626514";"NTRA.SRA. DE LA ASUNCION";"26";"GORGA(Alacant)";"6";"MAYOR,35";"4";"3811";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JOSE";"626515";"SAN JOSE";"26";"MILLENA(Alacant)";"6";"PL.MAYOR,1";"4";"3812";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA.SRA.";"626516";"ASUNCION DE NTRA.SRA.";"26";"PEÑAGUILA(Alacant)";"6";"PL. DE LA IGLESIA,4";"4";"3815";"965513009";;;"1";"1";"2";;;;;;;;;;;;;"1";;;"1";;;"784";"585";"175";"270";;;;;;;"968";"2782";;;;;;;"2828";;;"175";"270";;;;;"3273";;;"219";"2013"
"ASUNCION DE NTRA.SRA.(STA.MARIA)";"626517";"ASUNCION DE NTRA.SRA.(STA.MARIA)";"26";"PLANES(Alacant)";"6";"JESUS,1";"4";"3815";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"VIRGEN DE AGUAS VIVAS";"729519";"VIRGEN DE AGUAS VIVAS";"29";"CARCAIXENT-LA BARRACA";"7";"FONT DE LA FALCIA,13";"14";"46792";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA.SRA.";"729521";"ASUNCION DE NTRA.SRA.";"29";"CARCAIXENT";"7";"PL.MAYOR,10";"14";"46740";"962431072";;;"2";"4";;;;;"DIARIA";"40";"50";"55";"35";"15";"250";"51";;;;"1";;"1";"724";;"1012";"831";;;;;;;"645";;"3212";"665";"1483";;"230";;;;;;"823";;;;;"400";"3601";;;"219";"2013"
"SAN FRANCISCO DE PAULA-San antonio de padua";"729524";"SAN FRANCISCO DE PAULA-San antonio de padua";"29";"CARCAIXENT";"7";"AVD. JOSÉ VIDAL CANET,103";"14";"46740";"962430368";"JUANCASTELLANOPALMER@HOTMAIL.COM";;"1";"23";"24";;;"1";"MARTES DE 16 A 19H";;;"25";"50";;"315";;"8";;"1";;"1";"1";"203";"67";"2323";"469";;;;;;;;;"3062";;"2073";;;"248";;;;;;"400";;;;;"2721";;;"219";"2013"
"SAN JOSE OBRERO - el pilar";"731526";"SAN JOSE OBRERO - el pilar";"31";"ALGEMESI";"7";"RAVAL DE SANT ROC,5";"14";"46680";;;;"2";"4";"6";"1";"2";"1";"JUEVES DESDE LAS 18,30H";"27";"108";"63";"72";"60";"1735";"804";;"1";"1";;;"1";;;;;;;"6960";;;;;;"6960";"1072";;"2330";;"238";"450";;;;;;;;;"5200";"9290";;;"219";"2013"
"MARIA AUXILIADORA";"731527";"MARIA AUXILIADORA";"31";"ALGEMESI";"7";"DR.GOMEZ FERRER,14B";"14";"46680";"962420328";"RECTOR@PARROQUIA-MAUZ.ORG.";"PARROQUIA-MAUX.ORG.";"10";"17";"27";;"2";;"MIERCOLES DE 17 HASTA ACABAR";"17";"52";"48";"21";"31";"274";"102";"3";"1";;;;"1";"5660";;"1194";"844";"8117";;"2291";;;;;"995";"19101";"1928";;"4766";"37";"1255";"386";;;"381";"844";"876";;"9500";"150";"418";"20541";;;"219";"2013"
"SAN PIO X";"731529";"SAN PIO X";"31";"ALGEMESI";"7";"DOS DE MAYO,10";"14";"46680";"962421371";;;"4";"2";;;;;"LUNES DE 15 A 16,30H";"16";"57";"28";"47";"25";"119";"50";"1";"1";;;;"1";"2668";"600";"1150";"500";"836";;"208";;;;;;"5962";"488";"343";"665";"134";"20";"39";"2585";;;"500";"836";;;;"350";"5960";;;"219";"2013"
"STA.CATALINA VIRGEN Y MARTIR";"729530";"STA.CATALINA VIRGEN Y MARTIR";"29";"ALZIRA";"7";"PL.CONSTITUCION,12";"14";"46600";"962400964";;;"3";"15";"18";;;;"LUNES Y JUEVES";"92";"451";"350";"193";"150";"1890";"900";"123";;;;;;"4570";"1322";"7129";"2950";"4500";;;;"2941";;;;"23412";"2347";"1254";"1610";"465";;;;;"2542";"2950";"4500";;"2900";"2500";;"21068";;;"219";"2013"
"LA ENCARNACION";"729531";"LA ENCARNACION";"29";"ALZIRA";"7";"ONDA,4";"14";"46600";"962400484";;;"3";"9";"11";;;"1";"lunes
verano de 18 a 19:30
invierno de 19 a 20 ";"10";"20";"5";"25";"10";"43";"13";"3";"1";"1";;;;"2500";"330";"4900";;;;;;"1000";;;;"8730";"1583";"4200";"600";;"700";"400";;;;;;;"1120";;;"8603";;;"219";"2013"
"SAN JUAN BAUTISTA";"729532";"SAN JUAN BAUTISTA";"29";"ALZIRA";"7";"PURISIMA,25";"14";"46600";;;;"6";"15";"21";;;"3";"LUNES Y MARTES DE 18 A 20,30H";"3";"11";;"14";"6";"40";"23";"12";;"1";"1";"1";;;"2291";"10797";;;;;;"1500";;"5050";"1027";"20665";"1028";"9153";"28";"338";"2150";;"190";;"1444";;;;;;"374";"14705";;;"219";"2013"
"SAGRADA FAMILIA";"729533";"SAGRADA FAMILIA";"29";"ALZIRA";"7";"ESPERANZA,1";"14";"46600";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTOS PATRONOS";"729534";"SANTOS PATRONOS";"29";"ALZIRA";"7";"TETUAN,49";"14";"46600";"962411113";;;"8";;;"1";;"1";"SABADO DE 11 A 13H";"41";"49";"65";"35";"80";"275";"155";"1";;;;;;;;"4083";"330";;;;;;;;;"4413";"1604";"565";"117";"16";"200";"202";;;"79";"330";;;;;"98";"3211";;;"219";"2013"
"NTRA.SRA.DEL LLUCH";"729535";"NTRA.SRA.DEL LLUCH";"29";"ALZIRA";"7";"Pedro esplugues, 12";"14";"46600";"962414945";;;"8";"27";"35";;;;"martes a las 18 h.";"18";"86";"23";"82";"68";"390";"65";"3";"1";"1";"1";;"1";"3772";"1260";"2216";"620";;;;;;;;;"7868";"2840";"1445";"548";"167";"898";;;"50";"20";"620";;;;;;"6588";;;"219";"2013"
"SANTOS VICENTES";"730536";"SANTOS VICENTES";"30";"CORBERA";"7";"PL.MAYOR,17";"15";"46612";"962560066";"SANTOSVICENTECORBERA@GMAIL.COM";;;"8";"8";;;"2";"1º MIERCOLES DE MES DE 18 A 20H";"14";"29";"12";"31";"21";"146";"64";;;;;"1";"1";"510";;"2110";;;"4000";"60";;;"2000";"1400";"7063";"17143";"175";"151";"12659";"129";"200";"141";;;;;;;;;"20";"13475";;;"219";"2013"
"SAN ANTONIO ABAD";"730537";"SAN ANTONIO ABAD";"30";"FAVARA";"7";"PL.DE LA CRUZ,27";"15";"46614";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN ANTONIO ABAD";"730538";"SAN ANTONIO ABAD";"30";"FORTALENY";"7";"IGLESIA,2";"15";"46148";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"LA PURISIMA CONCEPCION";"730539";"LA PURISIMA CONCEPCION";"30";"LLAURI";"7";"PL.DE LA LIBERTAD,1";"15";"46613";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAGRADA CENA";"730540";"SAGRADA CENA";"30";"POLINYA DE XUQUER";"7";"BLASCO IBAÑEZ,17";"15";"46688";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN ROQUE";"730541";"SAN ROQUE";"30";"POLINYÁ DEL XÚQUER-BENICULL";"7";"PL.BEATA INES,S/N";"15";"46688";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTA MARIA LA MAYOR";"730542";"SANTA MARIA LA MAYOR";"30";"RIOLA";"7";"AUSIAS MARCH,18";"15";"46418";"617833813";"MILTONHERNANZ@YAHOO.ES";;"3";"4";"7";;;;"3º LUNES DE CADA MES";"8";"7";"5";"10";"9";"34";"7";;;;;;"1";"925";;;;;;;;"3000";;;;"3925";"391";;"925";;;"322";;;;;;;;;;"1638";;;"219";"2013"
"NTRA.SRA.DEL CARMEN";"730543";"NTRA.SRA.DEL CARMEN";"30";"SUECA";"7";"PL.DE LA PAU,3";"15";"46410";"961702277";;;"4";"14";"18";;"1";"4";"JUEVES DE 18 A 20,30H";"7";"20";"12";"15";"16";"88";"33";"11";;;;;"1";"2440";;"8776";"1473";;;"2815";;"3000";;;;"18504";"1636";"6990";"1708";"242";"560";;"4050";;;"1473";;;;"100";"363";"17122";;;"219";"2013"
"NTRA.SRA.DE FATIMA";"730544";"NTRA.SRA.DE FATIMA";"30";"SUECA";"7";"RONDFA CABANYAL,26";"15";"46410";"961701344";;;"2";"5";"7";;;;"LUNES DE CADA MES DE 18 A 20H";"20";"60";"25";"55";"35";"260";"28";;"1";;;;;;;"1300";"150";;"3745";"950";;;;;;"6145";"4295";;;;;"400";;;;"150";;;;;;"4845";;;"219";"2013"
"NTRA.SRA.DE SALES";"730545";"NTRA.SRA.DE SALES";"30";"SUECA";"7";"PLCETA DEL CONVENT,16";"15";"46410";"961702461";;;"2";"7";"9";;;;"MARTES DE 18 A 20H";"10";"22";"18";"14";"11";"88";"25";;;;;;"1";"1035";;"5111";"411";;;;;;;;;"6557";"76";"4623";;;;;;;;;;;;;;"4699";;;"219";"2013"
"SAN PEDRO APOSTOL";"730546";"SAN PEDRO APOSTOL";"30";"SUECA";"7";"PL.SAN PEDRO,1";"15";"46410";"961702027";;;"9";"17";"26";;"1";"5";"MARTES DE 15,30 A 19H
JUEVES DE 18 A 21H";"80";"90";"72";"98";"33";"540";"210";;;;;"1";"1";"4497";"1898";"10960";"1738";;;;;;;"2843";"2573";"24509";"616";"26695";"942";"204";"150";;"1428";;;"1738";;;;;"2381";"34154";;;"219";"2013"
"VIRGEN MILAGROSA";"730547";"VIRGEN MILAGROSA";"30";"SUECA";"7";"BERNARDO ALIÑO,54";"15";"46410";"961700320";"SUECAMILAGROSA@GMAIL.COM";;"5";"14";"19";;;"19";"MIERCOLES DE 18 A 21H";"7";"27";"9";"25";"34";"89";"15";;;;;"1";"1";"570";;;"200";;;"683";;"1000";;;;"2453";"425";"1260";"655";;"60";;;;;"200";;;;;"112";"2712";;;"219";"2013"
"SAN PASCUAL BAILON";"730548";"SAN PASCUAL BAILON";"30";"SUECA-EL PERELLO";"7";"GARBI,15";"15";"46420";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN ANTONIO ABAD";"730550";"SAN ANTONIO ABAD";"30";"CULLERA";"7";"BLASCO IBAÑEZ,1";"15";"46400";"961720647";"CGRAUMARTINEZ@GMAIL.COM";;;"6";;;;"1";"MIERCOLES DE 10 A 14H";"25";"30";"23";"32";"15";"117";"47";"2";;;;;"1";"3720";;"2639";"500";"500";;"1084";;;;;;"8443";"600";"574";"2521";"324";"624";"831";;;"340";"500";"500";;;;"485";"7299";;;"219";"2013"
